Year,Address,Species,Tree or Shrub,Quantity,Date,Latitude,Longitude,Neighbourhood Name,Neighbourhood Number,Geometry Point
2017,Lauderdale,Red Osier Dogwood - Cornus sericea,Shrub,23,2017-10-03,53.585773,-113.50926,LAUDERDALE,3260,POINT (-113.50926 53.585773)
2022,Blackburn,Trembling Aspen - Populus tremuloides,Tree,30,2022-07-06,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2017,91 Street 2017,White Spruce - Picea glauca,Tree,48,2017-10-04,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2014,Guinevere Park 2013,Red Osier Dogwood - Cornus sericea,Shrub,60,2014-07-17,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2021,Sifton Ravine 2021,White Spruce - Picea glauca,Tree,10,2021-09-11,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2013,Louise McKinney Park 2013,Pussy Willow - Salix discolor,Shrub,90,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2021,Cloverdale Hill 2018,Buffaloberry - Shepherdia canadensis,Shrub,24,2021-08-28,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2013,Victoria Park 2013,Currant - Ribes sp.,Shrub,22,2013-10-12,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2015,,White Spruce - Picea glauca,Tree,5,2015-09-19,,,,,
2014,,Saskatoon Berry - Amelanchier alnifolia,Shrub,90,2014-06-27,,,,,
2021,Jackie Parker Park 2021,Native Larch - Larix laricina,Tree,2,2021-10-16,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2014,Victoria Park 2014,Prickly Rose - Rosa acicularis,Shrub,63,2014-05-13,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2022,Forest Heights,Wild Strawberry - Fragaria virginiana,Shrub,100,2022-08-27,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2018,Oxford 2018,Native Larch - Larix laricina,Tree,10,2018-07-28,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Callingwood Park 2017,White Spruce - Picea glauca,Tree,90,2018-06-25,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2013,Government House Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,2,2013-08-28,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2017,Rundle Park 2017,Trembling Aspen - Populus tremuloides,Tree,237,2017-05-27,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2014,Louise McKinney Park 2014,Prickly Rose - Rosa acicularis,Shrub,30,2014-09-23,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2017,John Janzen Nature Centre 2017,Beaked Hazelnut - Corylus cornuta,Shrub,6,2017-06-21,53.502754,-113.57168,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.57168 53.502754)
2014,John Janzen Nature Centre 2014,Low Bilberry - Vaccinium myrtillus,Shrub,0,2014-08-29,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2013,Government House Park 2013,Native Larch - Larix laricina,Tree,2,2013-08-24,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2014,Hermitage Park 2014,Trembling Aspen - Populus tremuloides,Tree,405,2014-09-27,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2015,,Western Chokecherry - Prunus virg. melanocarpa,Shrub,20,2015-07-20,,,,,
2017,Terwillegar Park 2017,Prickly Rose - Rosa acicularis,Shrub,19,2017-07-08,53.48092,-113.61168,RIVER VALLEY TERWILLEGAR,5380,POINT (-113.61168 53.48092)
2019,Brookside 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,77,2019-07-17,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2015,Government House Park 2015,Highbush Cranberry - Viburnum trilobum,Shrub,30,2015-06-27,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2021,Lymburn 2021,Saskatoon Berry - Amelanchier alnifolia,Shrub,46,2021-08-04,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2015,Hermitage Park 2015,Currant - Ribes sp.,Shrub,3,2015-08-08,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2018,Fulton Park 2017,Trembling Aspen - Populus tremuloides,Tree,100,2018-08-31,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2021,Blackmud Creek 2017,Balsam Poplar - Populus balsamifera,Tree,7,2021-08-11,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2021,Hazeldean 2017,Balsam Poplar - Populus balsamifera,Tree,10,2021-09-21,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2022,Sifton Ravine 2018,Snowberry - Symphoricarpos albus,Shrub,10,2022-07-07,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2021,Jackie Parker Park 2021,Wolfwillow - Elaeagnus commutata,Shrub,4,2021-09-24,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2021,Hazeldean 2017,Western Chokecherry - Prunus virg. melanocarpa,Shrub,24,2021-06-11,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2014,Gold Bar Park 2014,Prickly Rose - Rosa acicularis,Shrub,120,2014-10-01,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2018,Hermitage Park 2017,Snowberry - Symphoricarpos albus,Shrub,8,2018-08-09,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Government House Park 2014,Trembling Aspen - Populus tremuloides,Tree,20,2014-06-19,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2013,Government House Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2013-08-16,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2015,Hazeldean 2015,White Spruce - Picea glauca,Tree,73,2015-09-11,53.500607,-113.46875,MILL CREEK RAVINE SOUTH,6492,POINT (-113.46875 53.500607)
2019,Lynnwood,Highbush Cranberry - Viburnum trilobum,Shrub,15,2019-08-10,53.515522,-113.58839,RIVER VALLEY LAURIER,3382,POINT (-113.58839 53.515522)
2021,Jackie Parker Park,Western Chokecherry - Prunus virg. melanocarpa,Shrub,4,2021-05-28,53.481567,-113.41934,MILL WOODS GOLF COURSE,6500,POINT (-113.41934 53.481567)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,22,2022-07-23,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Victoria Park 2017,Wolfwillow - Elaeagnus commutata,Shrub,96,2018-05-17,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2021,Westmount 2018,Wolfwillow - Elaeagnus commutata,Shrub,24,2021-08-21,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2019,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,144,2019-05-31,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Hazeldean 2017,White Spruce - Picea glauca,Tree,0,2019-08-21,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2019,Hermitage Park 2017,Prickly Rose - Rosa acicularis,Shrub,40,2019-09-24,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2018,Brookside 2018,Snowberry - Symphoricarpos albus,Shrub,0,2018-09-22,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2021,Fulton Park 2017,Pin Cherry - Prunus pennsylvanica,Shrub,3,2021-04-30,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2013,Louise McKinney Park 2013,Native Larch - Larix laricina,Tree,10,2013-08-08,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2021,Magrath,White Spruce - Picea glauca,Tree,112,2021-09-20,53.4474,-113.55969,MAGRATH HEIGHTS,5476,POINT (-113.55969 53.4474)
2013,Louise McKinney Park 2013,Green Alder - Alnus viridis,Shrub,30,2013-08-08,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2012,Millcreek Ravine,Red Osier Dogwood - Cornus sericea,Shrub,30,2012-06-23,53.51666,-113.474754,RITCHIE,6610,POINT (-113.474754 53.51666)
2022,Klarvatten,Highbush Cranberry - Viburnum trilobum,Shrub,15,2022-09-22,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2018,Hermitage Park 2017,Trembling Aspen - Populus tremuloides,Tree,40,2018-09-21,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2015,John Janzen Nature Centre 2015,,,40,2015-07-31,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,154,2014-09-15,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2017,91 Street 2017,Gooseberry - Ribes sp.,Shrub,11,2017-10-04,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2019,Brookside 2018,Gooseberry - Ribes sp.,Shrub,35,2019-08-31,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2013,Victoria Park 2013,Red Osier Dogwood - Cornus sericea,Shrub,200,2013-06-07,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,30,2014-07-03,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2018,Jackie Parker Park 2015,Snowberry - Symphoricarpos albus,Shrub,2,2018-08-01,53.486164,-113.42417,MILL WOODS GOLF COURSE,6500,POINT (-113.42417 53.486164)
2018,Callingwood Park 2017,Snowberry - Symphoricarpos albus,Shrub,24,2018-06-25,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2015,Government House Park 2015,Sandbar Willow - Salix exigua,Shrub,30,2015-06-27,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2015,,Currant - Ribes sp.,Shrub,4,2015-09-02,,,,,
2013,Victoria Park 2013,Wolfwillow - Elaeagnus commutata,Shrub,10,2013-10-12,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2017,Hamptons Lake 2017,Highbush Cranberry - Viburnum trilobum,Shrub,33,2017-08-01,53.49412,-113.6738,THE HAMPTONS,4461,POINT (-113.6738 53.49412)
2013,Victoria Park 2013,Red Osier Dogwood - Cornus sericea,Shrub,15,2013-09-04,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,48,2022-08-25,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,91st and Whitemud,Lodgepole Pine - Pinus contorta latifolia,Tree,45,2014-05-21,53.484093,-113.46437,MCINTYRE INDUSTRIAL,6430,POINT (-113.46437 53.484093)
2014,Government House Park 2014,Currant - Ribes sp.,Shrub,15,2014-07-08,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2015,,Wolfwillow - Elaeagnus commutata,Shrub,43,2015-06-05,,,,,
2014,Guinevere Park 2013,Trembling Aspen - Populus tremuloides,Tree,10,2014-08-16,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2018,Hazeldean 2017,Highbush Cranberry - Viburnum trilobum,Shrub,96,2018-06-09,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2014,Hermitage Park 2014,Snowberry - Symphoricarpos albus,Shrub,240,2014-09-27,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2018,John Janzen Nature Centre 2017,White Spruce - Picea glauca,Tree,4,2018-08-09,53.502754,-113.57168,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.57168 53.502754)
2013,Government House Park 2013,Gooseberry - Ribes sp.,Shrub,30,2013-08-20,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2019,Brookside 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,96,2019-06-08,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Brookside 2018,Raspberry - Rubus ideaus,Shrub,15,2018-10-03,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2015,Belgravia Off Leash Site 2015,Highbush Cranberry - Viburnum trilobum,Shrub,32,2015-08-01,53.506413,-113.54171,RIVER VALLEY WHITEMUD,5400,POINT (-113.54171 53.506413)
2018,Gold Bar Park 2017,Snowberry - Symphoricarpos albus,Shrub,24,2018-07-10,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2017,Hamptons Lake 2017,Prickly Rose - Rosa acicularis,Shrub,7,2017-08-01,53.49412,-113.6738,THE HAMPTONS,4461,POINT (-113.6738 53.49412)
2022,Blackburn,Jack Pine - Pinus banksiana,Tree,24,2022-08-06,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2021,Jackie Parker Park 2021,Trembling Aspen - Populus tremuloides,Tree,15,2021-08-21,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2021,Lymburn 2021,Western Chokecherry - Prunus virg. melanocarpa,Shrub,44,2021-07-07,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,15,2015-06-07,,,,,
2018,Blackmud Creek 2017,Jack Pine - Pinus banksiana,Tree,15,2018-08-21,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2015,Mackinnon Ravine 2015,Highbush Cranberry - Viburnum trilobum,Shrub,404,2015-08-15,53.53831,-113.55866,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55866 53.53831)
2022,Klarvatten,Thin Leaf Alder - Alnus incana,Shrub,23,2022-07-26,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2017,91 Street 2017,Snowberry - Symphoricarpos albus,Shrub,67,2017-09-30,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2019,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,23,2019-08-15,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2015,Victoria Park 2015,Trembling Aspen - Populus tremuloides,Tree,130,2015-05-22,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2013,Louise McKinney Park 2013,White Spruce - Picea glauca,Tree,15,2013-07-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2013,Victoria Park 2013,Prickly Rose - Rosa acicularis,Shrub,40,2013-09-25,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2013,Mill Creek 2013,White Spruce - Picea glauca,Tree,35,2013-07-06,53.51579,-113.474884,MILL CREEK RAVINE SOUTH,6492,POINT (-113.474884 53.51579)
2021,Jackie Parker Park 2021,Sandbar Willow - Salix exigua,Shrub,2,2021-10-16,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2013,Louise McKinney Park 2013,Wolfwillow - Elaeagnus commutata,Shrub,15,2013-07-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2017,Hazeldean 2017,Prickly Rose - Rosa acicularis,Shrub,11,2017-08-03,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2017,Rundle Park 2017,White Spruce - Picea glauca,Tree,120,2017-06-09,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2017,Pylypow Pond 2017,Native Larch - Larix laricina,Tree,163,2017-09-23,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2018,Rundle Park 2017,Trembling Aspen - Populus tremuloides,Tree,10,2018-05-23,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2013,Twin Brooks 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,11,2013-06-25,53.45002,-113.53669,TWIN BROOKS,5511,POINT (-113.53669 53.45002)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,36,2015-09-12,,,,,
2015,Gold Bar Park 2015,Western Chokecherry - Prunus virg. melanocarpa,Shrub,44,2015-05-08,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2021,Lymburn 2021,White Spruce - Picea glauca,Tree,20,2021-10-07,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2014,Guinevere Park 2013,Prickly Rose - Rosa acicularis,Shrub,90,2014-09-20,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2017,Callingwood Park 2017,White Spruce - Picea glauca,Tree,100,2017-07-25,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2019,Oxford 2018,White Spruce - Picea glauca,Tree,77,2019-10-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2015,Victoria Park 2015,Snowberry - Symphoricarpos albus,Shrub,90,2015-06-12,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2022,Lymburn 2018,Wolfwillow - Elaeagnus commutata,Shrub,15,2022-05-10,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Jackie Parker Park 2021,Wolfwillow - Elaeagnus commutata,Shrub,18,2021-09-09,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2022,Blackburn,Raspberry - Rubus ideaus,Shrub,48,2022-08-24,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2021,Jackie Parker Park 2021,Snowberry - Symphoricarpos albus,Shrub,22,2021-07-08,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2014,Hazeldean 2014,Prickly Rose - Rosa acicularis,Shrub,12,2014-08-13,53.500607,-113.46875,MILL CREEK RAVINE SOUTH,6492,POINT (-113.46875 53.500607)
2015,Mackinnon Ravine 2015,Trembling Aspen - Populus tremuloides,Tree,2,2015-08-21,53.53831,-113.55866,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55866 53.53831)
2017,Hazeldean 2017,Prickly Rose - Rosa acicularis,Shrub,0,2017-08-02,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,300,2015-06-05,,,,,
2018,Hermitage Park 2017,Snowberry - Symphoricarpos albus,Shrub,1,2018-07-24,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2013,Satoo 2013,Highbush Cranberry - Viburnum trilobum,Shrub,10,2013-05-08,53.443684,-113.4653,SATOO,6680,POINT (-113.4653 53.443684)
2014,John Janzen Nature Centre 2014,Red Elderberry - Sambucus racemosa,Shrub,0,2014-08-29,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2018,Callingwood Park 2017,Raspberry - Rubus ideaus,Shrub,112,2018-06-25,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2014,Guinevere Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,60,2014-10-02,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2021,Sifton Ravine 2021,White Spruce - Picea glauca,Tree,30,2021-08-14,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2021,Cloverdale Hill 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,0,2021-08-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2015,John Janzen Nature Centre 2015,White Spruce - Picea glauca,Tree,97,2015-09-04,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2017,WP Wagner School 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,15,2017-05-26,53.500355,-113.45235,DAVIES INDUSTRIAL WEST,6170,POINT (-113.45235 53.500355)
2018,Richfield 2018,Gooseberry - Ribes sp.,Shrub,25,2018-06-29,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2014,Gold Bar Park 2014,White Spruce - Picea glauca,Tree,39,2014-05-24,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2014,Hazeldean 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,150,2014-08-05,53.500607,-113.46875,MILL CREEK RAVINE SOUTH,6492,POINT (-113.46875 53.500607)
2019,Oxford 2018,Red Osier Dogwood - Cornus sericea,Shrub,60,2019-09-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2013,Louise McKinney Park 2013,Gooseberry - Ribes sp.,Shrub,180,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2013,Government House Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,30,2013-05-28,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2018,Hermitage Park 2017,Snowberry - Symphoricarpos albus,Shrub,5,2018-09-26,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2015,Twin Brooks 2015,Red Osier Dogwood - Cornus sericea,Shrub,22,2015-05-28,53.442997,-113.54049,TWIN BROOKS,5511,POINT (-113.54049 53.442997)
2019,Brookside 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,154,2019-06-08,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2021,Hazeldean 2017,Balsam Poplar - Populus balsamifera,Tree,10,2021-07-29,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2013,Louise McKinney Park 2013,Snowberry - Symphoricarpos albus,Shrub,300,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2014,Government House Park 2014,Snowberry - Symphoricarpos albus,Shrub,45,2014-06-17,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2019,Westmount 2018,Prickly Rose - Rosa acicularis,Shrub,59,2019-07-04,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2021,Sifton Ravine 2021,Jack Pine - Pinus banksiana,Tree,10,2021-08-12,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2019,Providence Renewal Centre 2014,Highbush Cranberry - Viburnum trilobum,Shrub,7,2019-06-15,53.46358,-113.53328,SWEET GRASS,5490,POINT (-113.53328 53.46358)
2015,Victoria Park 2015,Snowberry - Symphoricarpos albus,Shrub,90,2015-06-12,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2017,Gold Bar Park 2017,White Spruce - Picea glauca,Tree,112,2017-06-20,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2013,Victoria Park 2013,Prickly Rose - Rosa acicularis,Shrub,75,2013-06-03,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2015,Jackie Parker Park 2015,Prickly Rose - Rosa acicularis,Shrub,140,2015-05-26,53.486164,-113.42417,MILL WOODS GOLF COURSE,6500,POINT (-113.42417 53.486164)
2022,Fraser,White Spruce - Picea glauca,Tree,112,2022-06-13,53.608486,-113.36309,FRASER,2280,POINT (-113.36309 53.608486)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,45,2015-06-07,,,,,
2021,Sifton Ravine 2021,Jack Pine - Pinus banksiana,Tree,47,2021-07-16,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2014,Gold Bar Park 2014,White Spruce - Picea glauca,Tree,10,2014-06-13,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2021,Cloverdale Hill 2018,Buffaloberry - Shepherdia canadensis,Shrub,24,2021-08-28,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
